year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2015,4736.87352,1,1,2,1,5,1,6,2,3,1,4,2,2,0,1,4,2,1,1,2,3
2015,2990.47797,1,1,2,1,5,2,6,1,2,2,1,1,2,0,1,4,2,1,1,1,1
2015,2945.1759,1,1,2,1,5,1,2,0,3,3,4,1,1,1,1,3,1,0,0,2,3
2015,3021.78601,1,1,2,1,6,5,4,3,3,1,3,1,2,0,1,4,2,0,0,2,3
2015,4415.46751,2,1,2,1,1,1,4,3,3,1,3,2,2,0,1,4,2,0,0,1,4
2015,2733.08491,1,1,2,1,8,3,1,1,2,1,4,1,2,0,1,4,2,0,0,2,1
2015,3207.87395,2,1,2,1,5,1,1,1,2,1,1,1,2,0,1,4,2,1,2,1,2
2015,5672.00472,2,2,2,2,4,1,5,1,3,2,5,2,2,0,1,4,2,0,0,2,2
2015,4479.90321,2,2,2,2,5,1,3,1,3,2,3,2,1,4,1,3,1,1,2,2,3
2015,3503.68156,2,1,2,1,7,2,88,1,3,1,4,1,2,0,1,4,2,0,0,2,1
2015,4782.75255,2,1,1,4,3,1,3,5,3,1,4,1,1,1,1,2,1,0,0,2,3
2015,3473.98083,2,1,2,1,6,1,6,1,1,2,3,3,2,0,1,4,2,1,1,2,4
2015,3473.98083,2,1,2,1,6,1,6,1,1,2,3,2,2,0,1,4,2,0,0,2,4
2015,4857.5552,1,1,2,1,1,1,7,0,1,2,3,1,2,0,1,4,2,1,2,1,3
2015,1785.40886,2,1,2,1,2,1,7,1,3,2,3,2,1,2,1,3,1,0,0,2,2
2015,418.56916,1,2,2,2,7,3,88,4,3,1,4,2,1,4,1,3,1,0,0,2,3
2015,742.50718,1,3,2,3,7,2,6,1,3,2,4,1,1,2,1,3,1,1,2,2,1
2015,3097.79339,2,2,2,2,3,1,5,1,3,2,4,3,2,0,1,4,2,0,0,2,4
2015,3097.79339,2,2,2,2,3,1,5,1,3,2,4,3,2,0,1,4,2,0,0,2,4
2015,421.04894,2,1,2,1,3,1,1,4,4,1,5,2,2,0,1,1,1,1,1,2,1
2015,421.04894,2,1,2,1,3,1,1,4,4,1,5,2,2,0,1,1,1,1,1,2,1
2015,421.04894,2,1,2,1,3,1,1,4,4,1,6,2,2,0,1,4,2,0,0,2,1
2015,421.04894,2,1,2,1,3,1,1,4,4,1,3,2,2,0,1,1,1,1,1,2,1
2015,3068.06114,1,1,1,4,1,1,2,1,4,2,4,2,1,3,1,3,1,0,0,2,5
2015,2098.34081,2,1,2,1,4,1,5,3,4,1,4,2,2,0,1,4,2,0,0,2,3
2015,2098.34081,2,1,2,1,4,1,5,3,4,1,4,2,2,0,1,4,2,0,0,2,3
2015,21696.03688,2,1,2,1,8,4,2,5,4,1,4,1,1,3,1,3,1,0,0,2,1
2015,1555.16505,2,1,2,1,7,2,7,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2015,1872.18879,2,1,2,1,8,3,4,0,4,2,4,2,2,0,1,4,2,0,0,2,3
2015,3264.41339,1,1,2,1,8,2,4,2,4,2,4,1,2,0,1,4,2,0,0,2,1
2015,2077.96756,2,1,2,1,3,1,3,5,4,1,3,2,2,0,1,1,1,1,1,2,1
2015,4882.35054,2,1,2,1,6,3,4,2,4,2,4,2,2,0,1,1,1,0,0,2,1
2015,4065.16536,1,1,2,1,6,2,88,0,4,2,3,1,2,0,1,4,2,0,0,2,1
2015,3723.61621,1,1,1,4,6,1,4,2,4,2,3,2,2,0,1,4,2,0,0,2,5
2015,6430.81756,1,1,2,1,4,1,6,1,4,2,1,1,1,3,1,3,1,1,1,2,1
2015,4810.15014,2,1,1,4,1,1,4,5,4,1,4,1,1,2,1,3,1,0,0,1,3
2015,3076.12164,1,1,2,1,7,2,7,1,1,2,4,1,2,0,1,4,2,0,0,2,5
2015,4406.38261,2,2,2,2,7,1,7,1,4,1,3,2,2,0,1,4,2,0,0,2,5
2015,6110.22761,1,1,1,4,4,1,2,2,4,1,4,2,3,5,1,4,2,0,0,2,3
2015,2952.36593,2,1,2,1,6,5,88,3,4,1,5,2,2,0,1,4,2,0,0,2,3
2015,2886.22256,1,1,2,1,7,1,4,1,4,1,3,2,3,5,1,4,2,0,0,2,1
2015,3544.67992,1,1,2,1,6,4,88,1,4,3,4,1,2,0,1,4,2,0,0,2,5
2015,3544.67992,1,1,2,1,6,4,88,1,4,3,6,1,2,0,1,4,2,0,0,2,3
2015,2736.6739,1,1,2,1,7,3,5,0,3,2,4,2,2,0,1,2,1,1,1,2,3
2015,977.94537,2,1,2,1,6,5,7,1,1,2,1,1,2,0,1,1,1,0,0,2,1
2015,3133.56732,1,1,2,1,7,5,88,5,4,1,4,2,2,0,1,1,1,0,0,2,1
2015,3133.56732,1,1,2,1,7,5,88,5,4,1,4,2,2,0,1,1,1,0,0,2,1
2015,3133.56732,1,1,2,1,7,5,88,5,4,1,4,2,2,0,1,1,1,0,0,2,1
2015,2125.3349,1,1,2,1,7,1,2,3,4,1,5,1,1,3,1,3,1,1,1,2,3
2015,13249.8051,1,3,2,3,5,4,7,2,4,1,4,2,2,0,1,2,1,0,0,1,5
2015,2369.67709,1,1,1,4,1,1,88,1,4,2,5,2,2,0,1,4,2,0,0,2,4
2015,3419.80579,2,1,2,1,6,2,88,1,4,2,4,2,2,0,1,4,2,0,0,2,3
2015,2213.98752,2,1,1,4,6,2,6,2,4,1,4,1,1,3,1,3,1,1,,2,3
2015,2732.52698,1,1,1,4,7,2,6,2,4,1,4,1,1,3,1,3,1,0,0,2,3
2015,1964.23396,1,1,1,4,6,1,2,3,4,1,2,1,1,1,1,3,1,1,2,2,1
2015,6023.8266,2,1,2,1,7,2,7,1,4,2,4,2,3,5,1,4,2,0,0,2,1
2015,16835.6628,2,1,2,1,6,2,7,1,3,1,1,1,2,0,1,2,1,1,2,2,1
2015,5395.24053,1,1,2,1,1,1,7,0,4,3,3,2,2,0,1,4,2,1,2,2,4
2015,3180.24809,2,1,2,1,7,1,2,1,4,3,4,2,3,5,1,1,1,0,0,2,3
2015,2784.16558,2,1,2,1,7,4,88,0,4,3,3,2,2,0,1,4,2,0,0,2,4
2015,3573.05811,2,1,2,1,6,2,7,0,4,2,3,2,2,0,1,4,2,1,2,2,5
2015,3815.35085,2,1,1,4,6,2,7,1,4,2,4,1,2,0,1,2,1,1,2,2,3
2015,2867.42583,2,1,2,1,6,4,6,1,2,2,4,1,2,0,1,2,1,0,0,1,3
2015,3833.06527,1,3,2,3,1,1,88,0,3,2,3,2,2,0,1,4,2,1,2,2,4
2015,2421.00382,1,1,2,1,8,4,3,4,4,1,3,1,2,0,1,4,2,0,0,2,1
2015,3158.81558,2,1,2,1,7,4,4,2,2,1,3,1,2,0,1,4,2,1,1,2,4
2015,3138.99837,2,1,2,1,6,4,7,0,4,2,2,1,2,0,1,2,1,0,0,2,1
2015,6820.76545,1,1,1,4,3,1,5,4,4,1,4,1,2,0,1,4,2,1,2,2,3
2015,3636.04092,1,1,2,1,6,2,5,0,2,2,4,1,1,1,1,3,1,0,0,2,3
2015,1466.46765,2,2,2,2,5,2,6,2,1,1,4,2,1,2,1,3,1,0,0,2,3
2015,1832.38748,2,1,2,1,4,1,88,1,2,2,6,2,2,0,1,4,2,0,0,2,3
2015,750.66449,1,2,2,2,6,2,4,1,2,2,6,2,2,0,1,4,2,0,0,2,3
2015,26971.9467,1,2,2,2,2,1,5,0,2,2,3,2,2,0,1,4,2,0,0,2,4
2015,82.6425,2,2,2,2,3,1,1,1,2,2,3,2,2,0,1,4,2,0,0,2,1
2015,82.78099,2,1,2,1,3,1,1,1,2,1,3,2,2,0,1,1,1,1,1,2,2
2015,128.41542,1,2,2,2,7,1,1,4,3,1,5,1,1,2,1,3,1,0,0,2,3
2015,128.41542,1,2,2,2,7,1,1,4,3,1,5,1,1,2,1,3,1,0,0,2,3
2015,1718.68896,1,1,2,1,8,2,6,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2015,5427.82958,1,2,2,2,5,1,4,3,2,1,4,1,3,5,1,4,2,0,0,2,3
2015,5427.82958,1,2,2,2,5,1,4,3,2,1,4,1,3,5,1,4,2,0,0,2,3
2015,5078.73561,1,1,2,1,1,1,5,0,2,2,3,2,2,0,1,4,2,0,0,2,1
2015,5078.73561,1,1,2,1,1,1,5,0,2,2,3,2,2,0,1,4,2,0,0,2,1
2015,22283.7426,2,3,2,3,6,1,2,1,2,3,1,2,1,3,1,3,1,1,2,1,1
2015,16649.17452,1,1,2,1,5,1,6,0,3,2,4,2,2,0,1,4,2,0,0,2,3
2015,3046.30393,1,1,2,1,7,4,88,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2015,4576.00933,1,1,2,1,4,1,1,1,3,2,4,1,1,1,1,3,1,0,0,2,3
2015,2538.18547,2,1,2,1,7,2,6,1,2,2,2,2,2,0,1,4,2,0,0,2,5
2015,3805.72389,2,2,2,2,4,1,3,1,2,3,3,1,2,0,1,3,1,1,2,2,1
2015,5712.13096,2,1,2,1,4,1,3,0,1,2,2,1,2,0,1,2,1,1,1,2,1
2015,2731.01464,1,1,2,1,6,4,1,0,3,3,3,1,3,5,1,2,1,0,0,1,1
2015,3107.93563,2,1,1,4,7,2,7,1,3,2,6,1,2,0,1,4,2,0,0,2,3
2015,3107.93563,2,1,1,4,7,2,7,1,3,2,3,1,2,0,1,4,2,0,0,2,3
2015,3107.93563,2,1,1,4,7,2,7,1,3,2,3,1,2,0,1,4,2,0,0,2,3
2015,3107.93563,2,1,1,4,7,2,7,1,3,2,3,1,2,0,1,4,2,0,0,2,3
2015,1159.89255,2,1,2,1,6,2,88,4,3,1,4,2,2,0,1,4,2,0,0,2,3
2015,2775.19725,2,1,2,1,5,4,2,2,3,1,1,1,2,0,1,4,2,1,2,2,1
2015,618.51897,1,1,2,1,6,2,5,4,3,1,4,2,2,0,1,4,2,0,0,2,3
2015,618.51897,1,1,2,1,6,2,5,4,3,1,4,2,2,0,1,4,2,0,0,2,3
2015,1271.97291,1,1,2,1,5,1,7,2,3,1,4,1,1,1,1,3,1,0,0,2,3
2015,416.67466,1,1,2,1,7,2,6,0,2,2,6,2,3,5,1,4,2,0,0,2,3
2015,682.80554,2,2,2,2,6,1,5,1,2,2,1,1,2,0,1,4,2,0,0,2,3
2015,951.68472,1,3,2,3,5,2,7,3,2,1,3,1,3,5,1,4,2,0,0,2,3
2015,951.68472,1,3,2,3,5,2,7,3,2,1,3,1,3,5,1,4,2,0,0,,3
2015,951.68472,1,3,2,3,5,2,7,3,2,1,3,1,3,5,1,4,2,0,0,,3
2015,951.68472,1,3,2,3,5,2,7,3,2,1,3,1,3,5,1,4,2,0,0,,3
2015,107.99754,2,1,2,1,3,1,1,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2015,562.68041,2,1,2,1,6,2,3,0,3,2,4,1,2,0,1,4,2,0,0,2,1
2015,622.11655,2,1,2,1,4,1,7,4,3,1,1,2,2,0,1,4,2,0,0,2,1
2015,460.99659,2,1,2,1,8,3,2,1,2,2,2,1,2,0,1,4,2,0,0,2,1
2015,460.99659,2,1,2,1,8,3,2,1,2,2,2,1,2,0,1,4,2,0,0,2,1
2015,1822.74037,2,1,2,1,6,1,3,3,2,1,4,1,2,0,1,4,2,0,0,2,3
2015,150.89497,2,3,2,3,2,1,1,3,2,1,4,2,2,0,1,4,2,0,0,2,3
2015,560.33108,2,1,2,1,7,4,2,1,3,2,2,2,2,0,1,2,1,0,0,2,1
2015,3127.07171,1,1,2,1,5,2,7,3,2,1,3,2,2,0,1,4,2,0,0,2,5
2015,2922.57622,2,1,2,1,8,2,4,0,1,2,3,2,1,2,1,3,1,0,0,1,1
2015,3094.75169,2,1,2,1,6,1,7,1,2,2,4,2,2,0,1,4,2,0,0,2,5
2015,3738.25467,2,1,2,1,7,4,6,2,2,1,4,1,1,3,1,3,1,0,0,2,3
2015,3738.25467,2,1,2,1,7,4,6,2,2,1,3,2,2,0,1,1,1,0,0,2,5
2015,4415.7825,2,1,2,1,4,1,2,1,2,1,4,2,2,0,1,4,2,0,0,2,4
2015,4670.25209,1,2,2,2,6,2,4,1,3,2,3,1,2,0,1,3,1,1,2,2,2
2015,957.19219,1,1,2,1,6,1,4,1,2,2,4,1,3,5,1,4,2,0,0,2,3
2015,937.63869,1,1,2,1,5,1,4,1,2,2,4,1,1,3,1,2,1,1,1,2,3
2015,2874.34479,2,1,2,1,7,2,88,0,2,2,4,1,3,5,1,4,2,0,0,2,3
2015,4361.61491,1,2,2,2,6,1,2,4,2,1,3,2,1,1,1,3,1,0,0,2,3
2015,2925.15889,2,1,2,1,7,4,2,1,3,1,3,1,1,1,1,3,1,0,0,2,1
2015,3072.01893,1,1,2,1,6,1,2,0,3,2,4,1,3,5,1,4,2,1,1,2,3
2015,4777.67465,2,2,2,2,1,1,1,1,2,2,4,1,2,0,1,4,2,1,2,2,4
2015,3342.37019,1,1,2,1,7,2,88,1,2,2,3,2,2,0,1,4,2,0,0,2,1
2015,3724.38038,2,1,2,1,6,5,5,1,2,2,1,1,2,0,1,4,2,1,1,2,1
2015,2670.51564,2,1,1,4,8,4,2,2,3,1,4,2,2,0,1,4,2,0,0,2,3
2015,3468.1736,2,1,2,1,3,1,1,0,2,2,2,2,2,0,1,4,2,1,1,2,1
2015,2910.9982,1,1,2,1,7,2,6,1,2,2,2,1,2,0,1,4,2,1,1,2,1
2015,17168.52144,2,3,1,4,6,3,2,1,2,1,3,2,2,0,1,4,2,0,0,2,2
2015,4533.18296,2,2,2,2,7,4,88,4,3,1,1,1,1,1,1,3,1,1,1,2,1
2015,4533.18296,2,2,2,2,7,4,88,4,3,1,1,1,1,2,1,3,1,0,0,2,1
2015,4533.18296,2,2,2,2,7,4,88,4,3,1,1,1,3,5,1,4,2,0,0,2,1
2015,4533.18296,2,2,2,2,7,4,88,4,3,1,1,1,3,5,1,4,2,0,0,2,1
2015,4533.18296,2,2,2,2,7,4,88,4,3,1,1,1,3,5,1,4,2,0,0,2,1
2015,4533.18296,2,2,2,2,7,4,88,4,3,1,4,3,3,5,1,4,2,0,0,2,1
2015,4533.18296,2,2,2,2,7,4,88,4,3,1,6,1,3,5,1,4,2,0,0,2,1
2015,27199.09776,2,2,2,2,7,4,88,4,3,1,1,1,3,5,1,4,2,1,2,2,1
2015,3514.65027,1,1,2,1,4,1,88,0,2,3,4,1,3,5,1,4,2,0,0,1,1
2015,2776.19904,2,1,2,1,6,2,88,0,3,3,4,2,2,0,1,4,2,0,0,2,3
2015,2676.77261,2,1,2,1,7,2,7,1,2,1,4,1,1,3,1,3,1,0,0,2,3
2015,4095.90387,1,1,1,4,5,1,4,1,3,2,6,1,2,0,1,2,1,0,0,2,1
2015,2907.82417,2,1,2,1,7,3,3,2,2,1,4,1,2,0,1,4,2,0,0,2,1
2015,2654.59181,2,1,2,1,8,2,6,3,3,1,4,1,1,1,1,3,1,0,0,2,1
2015,3771.39252,1,1,2,1,6,4,3,1,3,2,4,2,1,2,1,3,1,0,0,2,3
2015,3022.43436,2,1,2,1,7,3,1,1,2,2,3,1,2,0,1,1,1,0,0,1,1
2015,3314.3537,1,2,2,2,8,4,88,4,2,1,6,2,3,5,1,2,1,0,0,2,1
2015,3314.3537,1,2,2,2,8,4,88,4,2,1,3,1,3,5,1,4,2,0,0,2,1
2015,3078.189,2,1,2,1,7,2,7,1,1,2,3,1,1,1,1,3,1,0,0,1,1
2015,3181.42444,2,1,2,1,5,1,2,1,3,2,1,1,2,0,1,4,2,1,1,2,2
2015,46224.189,1,2,2,2,4,1,1,1,2,1,4,1,2,0,1,4,2,0,0,2,1
2015,3231.85202,1,1,2,1,6,1,3,1,3,2,4,2,2,0,1,4,2,0,0,2,3
2015,3479.33654,1,1,2,1,6,2,5,0,4,3,4,1,1,2,1,3,1,1,2,2,3
2015,3709.7186,1,1,2,1,6,4,7,1,2,3,4,2,1,3,1,3,1,0,0,2,3
2015,3292.53548,2,1,2,1,5,2,7,0,3,2,4,2,3,5,1,4,2,0,0,2,5
2015,1129.84184,2,1,2,1,6,4,3,1,2,3,1,2,2,0,1,4,2,0,0,2,1
2015,3088.51109,2,1,1,4,6,4,4,3,1,1,4,2,3,5,1,4,2,0,0,2,3
2015,2205.59136,2,3,2,3,8,3,4,0,1,2,2,2,2,0,1,4,2,0,0,2,2
2015,4159.89403,1,1,2,1,5,1,7,1,1,2,3,2,2,0,1,1,1,1,1,2,5
2015,3724.56882,1,1,2,1,6,4,4,1,3,1,4,2,2,0,1,4,2,0,0,2,3
2015,3618.96883,2,2,2,2,6,1,1,3,1,1,4,2,3,5,1,4,2,0,0,2,1
2015,3209.19242,1,1,2,1,7,4,6,3,3,1,3,1,2,0,1,4,2,1,1,2,1
2015,3785.79411,1,1,2,1,5,2,4,1,3,1,4,2,1,2,1,3,1,0,0,2,3
2015,3785.79411,1,1,2,1,5,2,4,1,3,1,3,2,1,2,1,3,1,0,0,2,3
2015,2780.25542,2,1,2,1,8,5,3,2,3,1,6,1,2,0,2,5,3,0,0,2,3
2015,4317.64325,1,1,1,4,1,1,4,5,3,1,4,2,1,1,1,3,1,0,0,2,3
2015,3476.32877,1,1,2,1,7,3,2,1,4,2,2,1,2,0,1,4,2,0,0,2,1
2015,1417.01225,1,1,1,4,7,4,88,1,3,3,4,1,3,5,1,1,1,0,0,2,1
2015,5829.12188,1,1,2,1,3,1,4,1,3,2,4,2,2,0,1,4,2,0,0,2,3
2015,3763.23757,1,1,2,1,6,5,7,0,3,2,4,2,3,5,1,4,2,0,0,2,1
2015,2595.66813,2,1,2,1,6,4,88,1,3,3,3,1,2,0,1,4,2,0,0,2,1
2015,2211.16944,2,2,2,2,5,1,3,1,3,2,3,2,2,0,1,4,2,1,1,2,5
2015,4026.57154,1,1,2,1,5,1,4,1,1,2,3,2,2,0,1,4,2,0,0,2,3
2015,3762.13784,1,1,2,1,3,1,88,1,3,2,4,1,1,2,1,3,1,0,0,2,3
2015,5062.21615,2,1,2,1,1,1,5,1,3,1,3,1,2,0,1,1,1,1,2,,5
2015,30033.28528,2,1,2,1,5,1,4,1,3,2,3,2,2,0,1,4,2,0,0,2,3
2015,135.26749,1,1,2,1,6,1,1,3,2,1,5,2,1,3,1,3,1,1,1,2,3
2015,515.96883,1,1,2,1,4,1,6,3,2,1,1,2,2,0,1,4,2,0,0,2,1
2015,515.96883,1,1,2,1,4,1,6,3,2,1,1,2,2,0,1,4,2,0,0,2,1
2015,515.96883,1,1,2,1,4,1,6,3,2,1,1,1,1,3,1,3,1,1,1,2,1
2015,780.06293,2,1,2,1,6,1,7,3,2,1,4,2,2,0,1,1,1,1,1,2,1
2015,91.95295,2,1,2,1,3,1,2,1,2,2,1,2,1,3,1,1,1,1,2,1,2
2015,1237.23664,2,1,1,4,5,5,2,5,2,1,4,2,2,0,2,5,3,0,0,2,1
2015,7423.41984,2,1,1,4,5,5,2,5,2,1,1,1,1,2,1,2,1,1,2,2,1
2015,1058.77687,2,1,2,1,7,5,7,1,2,2,3,2,2,0,1,4,2,0,0,2,3
2015,3567.42308,2,1,2,1,5,2,5,1,2,2,3,1,2,0,1,4,2,0,0,2,1
2015,555.48784,1,1,1,4,7,5,4,0,4,2,4,2,1,1,1,3,1,0,0,2,3
2015,2327.23491,2,1,2,1,1,1,88,5,4,1,2,1,2,0,1,1,1,1,1,1,1
2015,3434.78682,2,3,2,3,1,1,2,0,2,3,3,2,2,0,1,4,2,1,1,2,4
2015,11410.8522,2,1,2,1,1,1,88,1,2,3,1,1,2,0,1,4,2,1,1,2,1
2015,2035.10124,2,1,2,1,2,1,88,1,2,3,3,2,1,2,1,3,1,0,0,2,1
2015,3599.23249,2,1,2,1,5,5,3,1,1,2,1,1,1,1,1,3,1,1,1,2,1
2015,1889.66664,1,1,2,1,1,1,3,1,2,3,3,2,2,0,1,4,2,1,1,2,2
2015,4505.55151,1,1,2,1,4,1,2,1,2,1,4,2,2,0,1,4,2,0,0,2,2
2015,3357.93004,2,1,1,4,3,1,3,4,4,1,4,2,2,0,1,4,2,0,0,2,3
2015,5155.52298,1,2,2,2,1,1,88,2,2,1,4,1,2,0,1,2,1,0,0,2,3
2015,2768.19162,2,1,2,1,5,1,2,1,2,3,3,1,2,0,1,4,2,0,0,2,1
2015,3485.95118,2,1,2,1,4,2,3,1,2,3,4,2,2,0,1,4,2,0,0,2,3
2015,3042.65073,2,1,2,1,6,4,88,0,2,3,1,1,2,0,1,4,2,0,0,2,1
2015,31915.78641,1,1,2,1,7,2,7,0,1,2,3,2,2,0,1,4,2,1,2,2,5
2015,2462.9765,1,1,2,1,6,2,6,0,4,2,5,1,2,0,1,4,2,0,0,2,3
2015,2340.18691,2,1,2,1,6,4,6,2,4,1,3,1,1,1,1,2,1,1,2,1,1
2015,709.51363,2,2,2,2,5,1,3,4,2,1,3,2,2,0,1,4,2,0,0,2,1
2015,709.51363,2,2,2,2,5,1,3,4,2,1,3,2,2,0,1,4,2,0,0,2,1
2015,709.51363,2,2,2,2,5,1,3,4,2,1,6,2,2,0,1,4,2,0,0,2,1
2015,709.51363,2,2,2,2,5,1,3,4,2,1,6,2,2,0,1,4,2,0,0,2,1
2015,709.51363,2,2,2,2,5,1,3,4,2,1,6,2,2,0,1,4,2,0,0,2,1
2015,1896.27116,2,1,2,1,3,4,88,1,2,2,1,1,2,0,1,4,2,1,1,2,1
2015,1896.27116,2,1,2,1,3,4,88,1,2,2,1,2,2,0,1,4,2,0,0,2,1
2015,1932.49473,2,1,2,1,6,1,1,4,4,1,1,1,2,0,1,1,1,1,1,2,1
2015,556.41653,1,1,2,1,5,2,7,1,2,2,3,2,2,0,1,4,2,0,0,2,5
2015,2003.06301,1,3,1,4,7,5,4,4,4,1,4,2,3,5,1,4,2,0,0,2,3
2015,4077.45766,1,1,2,1,6,5,7,1,2,2,5,2,2,0,1,4,2,0,0,2,3
2015,934.28554,1,1,2,1,1,1,5,1,4,2,3,2,2,0,1,4,2,0,0,2,3
2015,934.28554,1,1,2,1,1,1,5,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2015,1715.87513,1,2,2,2,5,1,5,4,4,1,3,2,1,3,1,3,1,0,0,1,4
2015,21588.48392,1,1,2,1,4,1,2,0,3,2,2,1,2,0,1,2,1,1,1,2,1
2015,1020.74133,1,1,1,4,6,2,4,3,4,1,4,1,1,1,1,3,1,0,0,1,5
2015,2742.91279,1,1,2,1,7,1,88,0,3,3,3,1,2,0,1,3,1,1,2,2,3
2015,5404.31878,2,2,2,2,4,1,2,2,2,1,4,2,3,5,1,2,1,0,0,2,3
2015,4867.86501,2,2,2,2,1,1,88,3,3,1,3,2,2,0,1,4,2,0,0,2,4
2015,3152.18545,1,1,2,1,6,2,7,1,2,2,4,1,2,0,1,4,2,0,0,2,3
2015,4894.70838,1,2,2,2,7,2,2,2,2,1,3,2,3,5,1,4,2,1,1,2,1
2015,6921.02838,2,3,2,3,1,1,4,0,2,2,3,2,2,0,1,4,2,1,1,2,4
2015,3065.12461,2,1,2,1,6,2,88,1,3,2,3,1,2,0,1,4,2,0,0,2,4
2015,3065.12461,2,1,2,1,6,2,88,1,3,2,3,2,2,0,1,4,2,0,0,2,4
2015,5367.06769,2,1,2,1,4,1,88,1,4,2,4,2,2,0,1,4,2,0,0,2,5
2015,3012.81817,1,1,2,1,7,2,3,2,4,1,4,2,3,5,1,4,2,0,0,2,3
2015,3434.09632,2,1,2,1,7,4,5,1,1,3,1,1,2,0,1,4,2,0,0,1,1
2015,3813.85788,2,3,2,3,1,1,2,3,2,1,3,2,2,0,1,4,2,0,0,2,4
2015,5024.03847,2,1,2,1,2,1,1,2,4,1,4,3,1,2,1,3,1,0,0,2,3
2015,5024.03847,2,1,2,1,2,1,1,2,4,1,3,3,2,0,1,4,2,0,0,2,4
2015,5298.43492,2,2,2,2,5,1,1,3,1,1,1,1,2,0,1,2,1,0,0,2,1
2015,4641.53969,2,1,2,1,2,1,6,1,3,2,4,2,2,0,1,4,2,0,0,2,4
2015,4423.6132,1,2,1,4,7,2,7,1,1,2,2,2,3,5,1,4,2,0,0,2,1
2015,6045.21785,1,2,2,2,1,1,7,1,1,2,6,2,2,0,1,4,2,1,1,2,4
2015,4951.37979,1,1,2,1,5,1,6,1,2,2,4,1,1,1,1,2,1,0,0,2,5
2015,2932.90367,1,1,1,4,7,2,7,1,4,2,4,1,1,2,1,3,1,1,1,2,3
2015,2304.97329,1,1,2,1,5,4,88,0,4,3,1,1,2,0,1,4,2,1,1,2,2
2015,1043.44168,2,3,1,4,6,2,6,4,4,1,4,2,2,0,1,4,2,0,0,2,5
2015,1043.44168,2,3,1,4,6,2,6,4,4,1,4,2,2,0,1,4,2,0,0,2,3
2015,6346.3541,1,1,2,1,6,2,7,1,4,2,4,1,2,0,1,4,2,0,0,1,3
2015,977.03166,1,1,2,1,5,1,7,3,4,1,3,2,2,0,1,4,2,0,0,1,4
2015,2227.50496,1,1,2,1,6,2,7,1,1,2,4,2,1,1,1,2,1,0,0,2,3
2015,559.13622,1,1,2,1,8,2,7,4,4,1,2,2,2,0,1,4,2,0,0,2,1
2015,559.13622,1,1,2,1,8,2,7,4,4,1,2,2,2,0,1,4,2,1,1,2,1
2015,728.23243,1,1,2,1,8,4,3,1,4,1,3,1,1,3,1,3,1,0,0,2,1
2015,5823.7547,2,1,2,1,7,1,88,1,4,1,6,1,2,0,1,4,2,0,0,,5
2015,2630.15553,1,1,2,1,1,1,7,1,4,2,4,1,3,5,1,4,2,0,0,2,4
2015,2630.15553,1,1,2,1,1,1,7,1,4,2,5,2,2,0,1,4,2,0,0,2,4
2015,2119.87114,2,1,2,1,5,1,1,1,3,2,5,1,2,0,1,1,1,0,0,2,1
2015,1026.98287,2,1,2,1,3,1,5,1,4,1,2,1,2,0,1,3,1,1,1,1,2
2015,782.10247,1,1,2,1,7,2,88,1,4,2,6,2,2,0,1,4,2,0,0,2,5
2015,2016.19735,1,1,2,1,6,1,88,1,1,2,2,1,2,0,1,2,1,0,0,2,1
2015,3026.01818,1,1,2,1,7,4,2,0,3,2,2,2,2,0,1,4,2,0,0,2,3
2015,2942.04184,2,3,2,3,7,2,7,3,3,1,4,1,1,2,1,2,1,1,1,2,3
2015,3262.13588,1,1,2,1,7,2,7,1,3,1,4,2,3,5,1,2,1,0,0,2,3
2015,6658.73154,2,1,2,1,4,1,88,2,2,2,1,2,2,0,1,2,1,1,1,2,2
2015,6658.73154,2,1,2,1,4,1,88,2,2,2,1,2,2,0,1,4,2,0,0,2,2
2015,6658.73154,2,1,2,1,4,1,88,2,2,2,1,2,2,0,1,4,2,1,1,2,2
2015,6658.73154,2,1,2,1,4,1,88,2,2,2,1,2,2,0,1,2,1,1,1,2,3
2015,6824.05717,2,2,2,2,3,1,88,1,1,2,3,2,1,2,1,3,1,0,0,2,1
2015,6824.05717,2,2,2,2,3,1,88,1,1,2,4,2,2,0,1,1,1,1,2,2,5
2015,4943.40448,1,1,2,1,4,1,5,1,2,3,6,1,1,1,1,3,1,0,0,2,3
2015,2539.07704,2,1,1,4,8,3,88,0,2,2,2,1,2,0,1,4,2,1,1,2,1
2015,3531.2274,2,1,2,1,6,5,5,2,4,1,3,1,2,0,1,4,2,1,1,2,5
2015,1465.83018,1,1,2,1,7,4,3,1,2,3,3,1,1,1,1,3,1,1,2,2,2
2015,3593.69697,1,1,2,1,7,5,6,5,1,1,4,2,3,5,1,4,2,0,0,2,5
2015,5792.55638,1,1,2,1,1,1,7,1,1,2,4,1,2,0,1,4,2,1,2,2,3
2015,3529.43994,1,1,2,1,8,2,88,0,4,3,3,2,2,0,1,4,2,0,0,2,1
